"","Overall","marker","n.fold","method","variable"
"V3217413",0.0747829518569134,"V3217","5","RF","14"
"V3218413",0.109802109184706,"V3218","5","RF","14"
"V3219413",0.106616482930805,"V3219","5","RF","14"
"V3220413",0.0587488467583873,"V3220","5","RF","14"
"V3221713",0.110040817199078,"V3221","5","RF","14"
"V3222413",0.0711684299698259,"V3222","5","RF","14"
"V3223413",0.0624406248831547,"V3223","5","RF","14"
"V3224413",0.0815871449144428,"V3224","5","RF","14"
"V3225413",0.0493790074384346,"V3225","5","RF","14"
"V3226413",0.0693073302086157,"V3226","5","RF","14"
"V3227413",0.0481946944083661,"V3227","5","RF","14"
"V3228413",0.0600355522565188,"V3228","5","RF","14"
"V3229413",0.0514694785737783,"V3229","5","RF","14"
"V3230413",0.0700077495721962,"V3230","5","RF","14"
"V3231713",0.113404595261098,"V3231","5","RF","14"
"V3232413",0.066044266883599,"V3232","5","RF","14"
"V3233413",0.136080935218461,"V3233","5","RF","14"
"V3234413",0.0589735284095596,"V3234","5","RF","14"
"V3235413",0.0644038188188809,"V3235","5","RF","14"
"V3236413",0.0349015899761053,"V3236","5","RF","14"
"V3237413",0.0814793367659045,"V3237","5","RF","14"
"V3238413",0.172068342246242,"V3238","5","RF","14"
"V3239413",0.163718391405836,"V3239","5","RF","14"
"V3240413",0.14514231885056,"V3240","5","RF","14"
"V3241713",0.1271231305503,"V3241","5","RF","14"
"V3242413",0.120064125871912,"V3242","5","RF","14"
"V3243413",0.0764536156349243,"V3243","5","RF","14"
"V3244413",0.139503327395473,"V3244","5","RF","14"
"V3245413",0.13504560164909,"V3245","5","RF","14"
"V3246413",0.0704372793331528,"V3246","5","RF","14"
"V3247413",0.155410541410773,"V3247","5","RF","14"
"V3248413",0.128923751018495,"V3248","5","RF","14"
"V3249413",0.105917702308838,"V3249","5","RF","14"
"V3250413",0.113736517838547,"V3250","5","RF","14"
"V3251713",0.0957846840523347,"V3251","5","RF","14"
"V3252413",0.0691821659955048,"V3252","5","RF","14"
"V3253413",0.0536423258109743,"V3253","5","RF","14"
"V3254413",0.0956380425191304,"V3254","5","RF","14"
"V3255413",0.0982944074502077,"V3255","5","RF","14"
"V3256413",0.22691800968408,"V3256","5","RF","14"
"V3257413",0.0691720222399399,"V3257","5","RF","14"
"V3258413",0.119801808155559,"V3258","5","RF","14"
"V3259413",0.0830889149187125,"V3259","5","RF","14"
"V3260413",0.0394551226224278,"V3260","5","RF","14"
"V3261713",0.0913093218938922,"V3261","5","RF","14"
"V3262413",0.145614470951356,"V3262","5","RF","14"
"V3263413",0.145424269990609,"V3263","5","RF","14"
"V3264413",0.0501571680640404,"V3264","5","RF","14"
"V3265413",0.0477243808560252,"V3265","5","RF","14"
"V3266413",0.118437526530522,"V3266","5","RF","14"
"V3267413",0.113538393556038,"V3267","5","RF","14"
"V3268413",0.0356752155480004,"V3268","5","RF","14"
"V3269413",0.0740980257692049,"V3269","5","RF","14"
"V3270413",0.0710714980154446,"V3270","5","RF","14"
"V3271713",0.097686690213171,"V3271","5","RF","14"
"V3272413",0.0777377584008258,"V3272","5","RF","14"
"V3273413",0.0953075877544469,"V3273","5","RF","14"
"V3274413",0.117929075025193,"V3274","5","RF","14"
"V3275413",0.101201739148588,"V3275","5","RF","14"
"V3276413",0.115933217928662,"V3276","5","RF","14"
"V3277413",0.139059327925822,"V3277","5","RF","14"
"V3278413",0.0795706794667806,"V3278","5","RF","14"
"V3279413",0.0959330905461133,"V3279","5","RF","14"
"V3280413",0.107833326021116,"V3280","5","RF","14"
"V3281713",0.132448226608855,"V3281","5","RF","14"
"V3282413",0.0661067606409297,"V3282","5","RF","14"
"V3283413",0.0575678958546328,"V3283","5","RF","14"
"V3284413",0.0740313690011624,"V3284","5","RF","14"
"V3285413",0.0988877772402199,"V3285","5","RF","14"
"V3286413",0.0568301668695265,"V3286","5","RF","14"
"V3287413",0.0760366101644878,"V3287","5","RF","14"
"V3288413",0.136006045756873,"V3288","5","RF","14"
"V3289413",0.0736668734864474,"V3289","5","RF","14"
"V3290413",0.0692514503022265,"V3290","5","RF","14"
"V3291713",0.0616121451202747,"V3291","5","RF","14"
"V3292413",0.0914353109298646,"V3292","5","RF","14"
"V3293413",0.122694349857054,"V3293","5","RF","14"
"V3294413",0.0593346342780063,"V3294","5","RF","14"
"V3295413",0.0700726750222043,"V3295","5","RF","14"
"V3296413",0.0341194376184282,"V3296","5","RF","14"
"V3297413",0.0983521882552253,"V3297","5","RF","14"
"V3298413",0.0878193884143539,"V3298","5","RF","14"
"V3299413",0.0461274673291593,"V3299","5","RF","14"
"V3300413",0.0570135599969153,"V3300","5","RF","14"
"V3301713",0.0356042641214874,"V3301","5","RF","14"
"V3302413",0.0791249660290754,"V3302","5","RF","14"
"V3303413",0.11065662152558,"V3303","5","RF","14"
"V3304413",0.0624751038262687,"V3304","5","RF","14"
"V3305413",0.0842962598268935,"V3305","5","RF","14"
"V3306413",0.0997068349593758,"V3306","5","RF","14"
"V3307413",0.0666514707862084,"V3307","5","RF","14"
"V3308413",0.0909802359227167,"V3308","5","RF","14"
"V3309413",0.117175893509887,"V3309","5","RF","14"
"V3310713",0.141916048985903,"V3310","5","RF","14"
"V3311713",0.0687342540861115,"V3311","5","RF","14"
"V3312413",0.0345264720048943,"V3312","5","RF","14"
"V3313413",0.0824565584173072,"V3313","5","RF","14"
"V3314413",0.12772456393205,"V3314","5","RF","14"
"V3315413",0.0817424816614286,"V3315","5","RF","14"
"V3316413",0.0817924396181886,"V3316","5","RF","14"
"V3317413",0.107442871204764,"V3317","5","RF","14"
"V3318413",0.032943813022062,"V3318","5","RF","14"
"V3319413",0.0378555559622805,"V3319","5","RF","14"
"V3320413",0.0947965841316164,"V3320","5","RF","14"
"V3321713",0.0534628527890536,"V3321","5","RF","14"
"V3322413",0.0512515438565959,"V3322","5","RF","14"
"V3323413",0.0938873609751938,"V3323","5","RF","14"
"V3324413",0.125850372246494,"V3324","5","RF","14"
"V3325413",0.0825049103424393,"V3325","5","RF","14"
"V3326413",0.065132004415019,"V3326","5","RF","14"
"V3327413",0.18477869770438,"V3327","5","RF","14"
"V3328413",0.0666924325646918,"V3328","5","RF","14"
"V3329413",0.0974279356754332,"V3329","5","RF","14"
"V3330413",0.125140924440519,"V3330","5","RF","14"
"V3331713",0.0856995235586591,"V3331","5","RF","14"
"V3332413",0.0911297086309552,"V3332","5","RF","14"
"V3333413",0.127608780746181,"V3333","5","RF","14"
"V3334413",0.0698194226643467,"V3334","5","RF","14"
"V3335413",0.0914054737228549,"V3335","5","RF","14"
"V3336413",0.150396480194271,"V3336","5","RF","14"
"V3337413",0.0886285278388485,"V3337","5","RF","14"
"V3338413",0.107942417681694,"V3338","5","RF","14"
"V3339413",0.0701194478514287,"V3339","5","RF","14"
"V3340413",0.123433383728896,"V3340","5","RF","14"
"V3341713",0.108208611225965,"V3341","5","RF","14"
"V3342413",0.159399583988176,"V3342","5","RF","14"
"V3343413",0.124415508589807,"V3343","5","RF","14"
"V3344413",0.0759377619083866,"V3344","5","RF","14"
"V3345413",0.213740311458903,"V3345","5","RF","14"
"V3346413",0.0598930358488062,"V3346","5","RF","14"
"V3347413",0.0504196882154195,"V3347","5","RF","14"
"V3348413",0.119452434653479,"V3348","5","RF","14"
"V3349413",0.0878034331310163,"V3349","5","RF","14"
"V3350413",0.0484946501673893,"V3350","5","RF","14"
"V3351713",0.0635190139717563,"V3351","5","RF","14"
"V3352413",0.1764946580162,"V3352","5","RF","14"
"V3353413",0.0381130632602622,"V3353","5","RF","14"
"V3354413",0.0687569466989656,"V3354","5","RF","14"
"V3355413",0.0748509562422437,"V3355","5","RF","14"
"V3356413",0.129311056471956,"V3356","5","RF","14"
"V3357413",0.0868118537888262,"V3357","5","RF","14"
"V3358413",0.153410519116728,"V3358","5","RF","14"
"V3359413",0.184779804515516,"V3359","5","RF","14"
"V3360413",0.145601381252305,"V3360","5","RF","14"
"V3361713",0.232169124207573,"V3361","5","RF","14"
"V3362413",0.165910072186315,"V3362","5","RF","14"
"V3363413",0.322929243032412,"V3363","5","RF","14"
"V3364413",0.279289357420995,"V3364","5","RF","14"
"V3365413",0.170757816650617,"V3365","5","RF","14"
"V3366413",0.441624858250274,"V3366","5","RF","14"
"V3367413",0.120945595021236,"V3367","5","RF","14"
"V3368413",0.216637831486557,"V3368","5","RF","14"
"V3369413",0.113881098022211,"V3369","5","RF","14"
"V3370413",0.179600548435525,"V3370","5","RF","14"
"V3371713",0.24016692868402,"V3371","5","RF","14"
"V3372413",0.156327419261969,"V3372","5","RF","14"
"V3373413",0.167567249933914,"V3373","5","RF","14"
"V3374413",0.151798977914353,"V3374","5","RF","14"
"V3375413",0.108207918306607,"V3375","5","RF","14"
"V3376413",0.0457257905008379,"V3376","5","RF","14"
"V3377413",0.0414586434539869,"V3377","5","RF","14"
"V3378413",0.0789926416560762,"V3378","5","RF","14"
"V3379413",0.103958558561539,"V3379","5","RF","14"
"V3380413",0.0919363943830151,"V3380","5","RF","14"
"V3381713",0.0840201107954896,"V3381","5","RF","14"
"V3382413",0.219383802656639,"V3382","5","RF","14"
"V3383413",0.120420726665413,"V3383","5","RF","14"
"V3384413",0.103840598759976,"V3384","5","RF","14"
"V3385413",0.152342169731852,"V3385","5","RF","14"
"V3386413",0.0823411237963558,"V3386","5","RF","14"
"V3387413",0.108919260905801,"V3387","5","RF","14"
"V3388413",0.12568696145465,"V3388","5","RF","14"
"V3389413",0.130618647584864,"V3389","5","RF","14"
"V3390413",0.118789501208985,"V3390","5","RF","14"
"V3391713",0.0914806009835702,"V3391","5","RF","14"
"V3392413",0.0754901772385814,"V3392","5","RF","14"
"V3393413",0.106205764001889,"V3393","5","RF","14"
"V3394413",0.0435683873192846,"V3394","5","RF","14"
"V3395413",0.0552724931329783,"V3395","5","RF","14"
"V3396413",0.060296752571767,"V3396","5","RF","14"
"V3397413",0.0650295136690532,"V3397","5","RF","14"
"V3398413",0.136736185709575,"V3398","5","RF","14"
"V3399413",0.0952443541696053,"V3399","5","RF","14"
"V3400413",0.0634269463704992,"V3400","5","RF","14"
"V3401713",0.118413950672963,"V3401","5","RF","14"
"V3402413",0.0951196044396455,"V3402","5","RF","14"
"V3403413",0.0966648140580583,"V3403","5","RF","14"
"V3404413",0.0456085690703332,"V3404","5","RF","14"
"V3405413",0.159844853790089,"V3405","5","RF","14"
"V3406413",0.0890248715282351,"V3406","5","RF","14"
"V3407413",0.0483022529761173,"V3407","5","RF","14"
"V3408413",0.0514329803072115,"V3408","5","RF","14"
"V3409413",0.110661567993504,"V3409","5","RF","14"
"V3410713",0.0554348122168959,"V3410","5","RF","14"
"V3411713",0.111356406881128,"V3411","5","RF","14"
"V3412413",0.0728951559894215,"V3412","5","RF","14"
"V3413413",0.0803888263118352,"V3413","5","RF","14"
"V3414413",0.101914281914558,"V3414","5","RF","14"
"V3415413",0.0392640219751875,"V3415","5","RF","14"
"V3416413",0.040176551863644,"V3416","5","RF","14"
"V3417413",0.0960580380883176,"V3417","5","RF","14"
"V3418413",0.116849494181468,"V3418","5","RF","14"
"V3419413",0.122314044361309,"V3419","5","RF","14"
"V3420413",0.156334671483637,"V3420","5","RF","14"
"V3421713",0.0831534322060061,"V3421","5","RF","14"
"V3422413",0.0544940278665484,"V3422","5","RF","14"
"V3423413",0.0906482486645791,"V3423","5","RF","14"
"V3424413",0.0730595270949808,"V3424","5","RF","14"
"V3425413",0.0479838859494733,"V3425","5","RF","14"
"V3426413",0.0551321102161816,"V3426","5","RF","14"
"V3427413",0.134277960706853,"V3427","5","RF","14"
"V3428413",0.103868413926125,"V3428","5","RF","14"
"V3429413",0.102746413840355,"V3429","5","RF","14"
"V3430413",0.112274948710407,"V3430","5","RF","14"
"V3431713",0.146274598496995,"V3431","5","RF","14"
"V3432413",0.11596617964826,"V3432","5","RF","14"
"V3433413",0.0466034210619093,"V3433","5","RF","14"
"V3434413",0.145939377864211,"V3434","5","RF","14"
"V3435413",0.118644710217177,"V3435","5","RF","14"
"V3436413",0.141210062699218,"V3436","5","RF","14"
"V3437413",0.165923324254415,"V3437","5","RF","14"
"V3438413",0.0980096083568035,"V3438","5","RF","14"
"V3439413",0.0929105082212116,"V3439","5","RF","14"
"V3440413",0.120802954289963,"V3440","5","RF","14"
"V3441713",0.107915461372063,"V3441","5","RF","14"
"V3442413",0.095900786758584,"V3442","5","RF","14"
"V3443413",0.09550121956073,"V3443","5","RF","14"
"V3444413",0.0974451190276502,"V3444","5","RF","14"
"V3445413",0.170183127949924,"V3445","5","RF","14"
"V3446413",0.165135643553234,"V3446","5","RF","14"
"V3447413",0.0808417741341621,"V3447","5","RF","14"
"V3448413",0.189754867451177,"V3448","5","RF","14"
"V3449413",0.0816847878377557,"V3449","5","RF","14"
"V3450413",0.122713536821254,"V3450","5","RF","14"
"V3451713",0.219441975987359,"V3451","5","RF","14"
"V3452413",0.0736716660978382,"V3452","5","RF","14"
"V3453413",0.112621160353631,"V3453","5","RF","14"
"V3454413",0.178735655639218,"V3454","5","RF","14"
"V3455413",0.066104583810335,"V3455","5","RF","14"
"V3456413",0.113401070626913,"V3456","5","RF","14"
"V3457413",0.08867496648752,"V3457","5","RF","14"
"V3458413",0.0686446009904318,"V3458","5","RF","14"
"V3459413",0.123730878074286,"V3459","5","RF","14"
"V3460413",0.0835323248084777,"V3460","5","RF","14"
"V3461713",0.0771028725184867,"V3461","5","RF","14"
"V3462413",0.0679373241278746,"V3462","5","RF","14"
"V3463413",0.073163830029046,"V3463","5","RF","14"
"V3464413",0.0379253997751454,"V3464","5","RF","14"
"V3465413",0.0434352570519476,"V3465","5","RF","14"
"V3466413",0.0989294583074933,"V3466","5","RF","14"
"V3467413",0.0742844347243829,"V3467","5","RF","14"
"V3468413",0.137662813488681,"V3468","5","RF","14"
"V3469413",0.0648955263526236,"V3469","5","RF","14"
"V3470413",0.0691792015095768,"V3470","5","RF","14"
"V3471713",0.0662103613185246,"V3471","5","RF","14"
"V3472413",0.0342948208920723,"V3472","5","RF","14"
"V3473413",0.142987368404758,"V3473","5","RF","14"
"V3474413",0.105547767252063,"V3474","5","RF","14"
"V3475413",0.0823482025886954,"V3475","5","RF","14"
"V3476413",0.115535898994821,"V3476","5","RF","14"
"V3477413",0.104858696636359,"V3477","5","RF","14"
"V3478413",0.0555342529938636,"V3478","5","RF","14"
"V3479413",0.0648737413169364,"V3479","5","RF","14"
"V3480413",0.086539293309699,"V3480","5","RF","14"
"V3481713",0.0595065361144092,"V3481","5","RF","14"
"V3482413",0.120138364548234,"V3482","5","RF","14"
"V3483413",0.0609972647328628,"V3483","5","RF","14"
"V3484413",0.0390179863876555,"V3484","5","RF","14"
"V3485413",0.0482075769977736,"V3485","5","RF","14"
"V3486413",0.0518222421896577,"V3486","5","RF","14"
"V3487413",0.0947028227536555,"V3487","5","RF","14"
"V3488413",0.0698536499690918,"V3488","5","RF","14"
"V3489413",0.081984348751254,"V3489","5","RF","14"
"V3490413",0.0768002009528714,"V3490","5","RF","14"
"V3491713",0.131323726680058,"V3491","5","RF","14"
"V3492413",0.171254274560182,"V3492","5","RF","14"
"V3493413",0.0908270892810663,"V3493","5","RF","14"
"V3494413",0.123386514376263,"V3494","5","RF","14"
"V3495413",0.106341433828976,"V3495","5","RF","14"
"V3496413",0.157858546862121,"V3496","5","RF","14"
"V3497413",0.101499149638178,"V3497","5","RF","14"
"V3498413",0.0962959402906507,"V3498","5","RF","14"
"V3499413",0.0878751953927565,"V3499","5","RF","14"
"V3500413",0.077799032496503,"V3500","5","RF","14"
"V3501713",0.10584943918331,"V3501","5","RF","14"
"V3502413",0.0566936257212116,"V3502","5","RF","14"
"V3503413",0.077332584298954,"V3503","5","RF","14"
"V3504413",0.0831358677014365,"V3504","5","RF","14"
"V3505413",0.0733402959782787,"V3505","5","RF","14"
"V3506413",0.0689245797871582,"V3506","5","RF","14"
"V3507413",0.0722940398249641,"V3507","5","RF","14"
"V3508413",0.0364246075601046,"V3508","5","RF","14"
"V3509413",0.0915508099219742,"V3509","5","RF","14"
"V3510713",0.12286432056223,"V3510","5","RF","14"
"V3511713",0.0800102799257448,"V3511","5","RF","14"
"V3512413",0.068642307272583,"V3512","5","RF","14"
"V3513413",0.0901257502220533,"V3513","5","RF","14"
"V3514413",0.0678320447693532,"V3514","5","RF","14"
"V3515413",0.110971520151328,"V3515","5","RF","14"
"V3516413",0.0723980056376607,"V3516","5","RF","14"
"V3517413",0.0639838419461331,"V3517","5","RF","14"
"V3518413",0.0743113686811096,"V3518","5","RF","14"
"V3519413",0.0694564450779863,"V3519","5","RF","14"
"V3520413",0.0737621449310623,"V3520","5","RF","14"
"V3521713",0.0688507555048413,"V3521","5","RF","14"
"V3522413",0.0529098048726629,"V3522","5","RF","14"
"V3523413",0.0785577816857762,"V3523","5","RF","14"
"V3524413",0.065664204778296,"V3524","5","RF","14"
"V3525413",0.0561419411676427,"V3525","5","RF","14"
"V3526413",0.075624600382872,"V3526","5","RF","14"
"V3527413",0.0780863128716942,"V3527","5","RF","14"
"V3528413",0.0485490436666546,"V3528","5","RF","14"
"V3529413",0.059751374913237,"V3529","5","RF","14"
"V3530413",0.0478542096164935,"V3530","5","RF","14"
"V3531713",0.125101372416532,"V3531","5","RF","14"
"V3532413",0.0736167136776763,"V3532","5","RF","14"
"V3533413",0.0878064427575374,"V3533","5","RF","14"
"V3534413",0.0610649265028719,"V3534","5","RF","14"
"V3535413",0.123986586296658,"V3535","5","RF","14"
"V3536413",0.0764767724006526,"V3536","5","RF","14"
"V3537413",0.113548949642047,"V3537","5","RF","14"
"V3538413",0.0753352084905897,"V3538","5","RF","14"
"V3539413",0.0754453895674765,"V3539","5","RF","14"
"V3540413",0.0679979217735799,"V3540","5","RF","14"
"V3541713",0.0668656066491138,"V3541","5","RF","14"
"V3542413",0.119311032407632,"V3542","5","RF","14"
"V3543413",0.0784107478867875,"V3543","5","RF","14"
"V3544413",0.0769689445565203,"V3544","5","RF","14"
"V3545413",0.0559762554768515,"V3545","5","RF","14"
"V3546413",0.0533165921905407,"V3546","5","RF","14"
"V3547413",0.059081954206118,"V3547","5","RF","14"
"V3548413",0.0740875070736639,"V3548","5","RF","14"
"V3549413",0.113721387543644,"V3549","5","RF","14"
"V3550413",0.047286121510983,"V3550","5","RF","14"
"V3551713",0.0551796247985388,"V3551","5","RF","14"
"V3552413",0.104987475079383,"V3552","5","RF","14"
"V3553413",0.0916041223969426,"V3553","5","RF","14"
"V3554413",0.0796794394675279,"V3554","5","RF","14"
"V3555413",0.125071820047879,"V3555","5","RF","14"
"V3556413",0.0465790254735178,"V3556","5","RF","14"
"V3557413",0.0974881666656903,"V3557","5","RF","14"
"V3558413",0.0681073980064583,"V3558","5","RF","14"
"V3559413",0.0970659734189018,"V3559","5","RF","14"
"V3560413",0.106702766246934,"V3560","5","RF","14"
"V3561713",0.113659241840132,"V3561","5","RF","14"
"V3562413",0.153241832628276,"V3562","5","RF","14"
"V3563413",0.141825639578417,"V3563","5","RF","14"
"V3564413",0.120831380303401,"V3564","5","RF","14"
"V3565413",0.0655457574168462,"V3565","5","RF","14"
"V3566413",0.0658514845195887,"V3566","5","RF","14"
"V3567413",0.110832198057411,"V3567","5","RF","14"
"V3568413",0.0801132089760318,"V3568","5","RF","14"
"V3569413",0.0624105347434357,"V3569","5","RF","14"
"V3570413",0.076295173936233,"V3570","5","RF","14"
"V3571713",0.12083702335493,"V3571","5","RF","14"
"V3572413",0.0662045194792251,"V3572","5","RF","14"
"V3573413",0.0957289155870024,"V3573","5","RF","14"
"V3574413",0.138511067824623,"V3574","5","RF","14"
"V3575413",0.0822229937029597,"V3575","5","RF","14"
"V3576413",0.0911183573946803,"V3576","5","RF","14"
"V3577413",0.0566192056301935,"V3577","5","RF","14"
"V3578413",0.0506629159957913,"V3578","5","RF","14"
"V3579413",0.0409077027527257,"V3579","5","RF","14"
"V3580413",0.191460748016596,"V3580","5","RF","14"
