"","Overall","marker","n.fold","method","variable"
"V1248116",0.0837157151675753,"V1248","2","BAG","15"
"V1249116",0.117824688655142,"V1249","2","BAG","15"
"V1250116",0.137702788566941,"V1250","2","BAG","15"
"V1251118",0.155921516913665,"V1251","2","BAG","15"
"V1252117",0.130775453183052,"V1252","2","BAG","15"
"V1253116",0.202061703287598,"V1253","2","BAG","15"
"V1254116",0.348343969052566,"V1254","2","BAG","15"
"V1255116",0.619900154642818,"V1255","2","BAG","15"
"V1256116",0.440447596984142,"V1256","2","BAG","15"
"V1257116",0.100324879170661,"V1257","2","BAG","15"
"V1258116",0.20983829308086,"V1258","2","BAG","15"
"V1259116",0.094601955082135,"V1259","2","BAG","15"
"V1260116",0.147549469672282,"V1260","2","BAG","15"
"V1261118",0.279367392898087,"V1261","2","BAG","15"
"V1262117",0.239173790708514,"V1262","2","BAG","15"
"V1263116",0.172676464032747,"V1263","2","BAG","15"
"V1264116",0.439682150832106,"V1264","2","BAG","15"
"V1265116",0.194018064542643,"V1265","2","BAG","15"
"V1266116",0.331302572216804,"V1266","2","BAG","15"
"V1267116",0.134819105679074,"V1267","2","BAG","15"
"V1268116",0.229920921307816,"V1268","2","BAG","15"
"V1269116",0.0626397360493775,"V1269","2","BAG","15"
"V1270116",0.0530434578070472,"V1270","2","BAG","15"
"V1271118",0.123166377536577,"V1271","2","BAG","15"
"V1272117",0.0468552855888652,"V1272","2","BAG","15"
"V1273116",0.0988418627499583,"V1273","2","BAG","15"
"V1274116",0.127259120711362,"V1274","2","BAG","15"
"V1275116",0.140740113759098,"V1275","2","BAG","15"
"V1276116",0.0737111988448041,"V1276","2","BAG","15"
"V1277116",0.186300932582043,"V1277","2","BAG","15"
"V1278116",0.0650947044302712,"V1278","2","BAG","15"
"V1279116",0.227000514299291,"V1279","2","BAG","15"
"V1280116",0.0998457690510456,"V1280","2","BAG","15"
"V1281118",0.0743381581955581,"V1281","2","BAG","15"
"V1282117",0.231626753922901,"V1282","2","BAG","15"
"V1283116",0.0922836072595808,"V1283","2","BAG","15"
"V1284116",0.132402375981472,"V1284","2","BAG","15"
"V1285116",0.132109154433676,"V1285","2","BAG","15"
"V1286116",0.154532662814725,"V1286","2","BAG","15"
"V1287116",0.148268079823217,"V1287","2","BAG","15"
"V1288116",0.147473130686224,"V1288","2","BAG","15"
"V1289116",0.16443915200519,"V1289","2","BAG","15"
"V1290116",0.104150570235869,"V1290","2","BAG","15"
"V1291118",0.130927552939659,"V1291","2","BAG","15"
"V1292117",0.120977965156296,"V1292","2","BAG","15"
"V1293116",0.127158887029989,"V1293","2","BAG","15"
"V1294116",0.108583657329177,"V1294","2","BAG","15"
"V1295116",0.115252154798256,"V1295","2","BAG","15"
"V1296116",0.172489645594747,"V1296","2","BAG","15"
"V1297116",0.100944124823028,"V1297","2","BAG","15"
"V1298116",0.0998477464389616,"V1298","2","BAG","15"
"V1299116",0.0729758519712719,"V1299","2","BAG","15"
"V1300116",0.0447156338109282,"V1300","2","BAG","15"
"V1301118",0.0573126994599855,"V1301","2","BAG","15"
"V1302117",0.185195382540427,"V1302","2","BAG","15"
"V1303116",0.099479748097494,"V1303","2","BAG","15"
"V1304116",0.0925538403349269,"V1304","2","BAG","15"
"V1305116",0.239045724502058,"V1305","2","BAG","15"
"V1306116",0.43183213520857,"V1306","2","BAG","15"
"V1307116",0.120468528362299,"V1307","2","BAG","15"
"V1308116",0.258969043271231,"V1308","2","BAG","15"
"V1309116",0.0924228039456938,"V1309","2","BAG","15"
"V1310118",0.134664648245881,"V1310","2","BAG","15"
"V1311118",0.0710365577275706,"V1311","2","BAG","15"
"V1312117",0.148392640389508,"V1312","2","BAG","15"
"V1313116",0.0487796989309054,"V1313","2","BAG","15"
"V1314116",0.0861274081706941,"V1314","2","BAG","15"
"V1315116",0.494122924236695,"V1315","2","BAG","15"
"V1316116",0.297017661876413,"V1316","2","BAG","15"
"V1317116",0.183532076782919,"V1317","2","BAG","15"
"V1318116",0.271637895145425,"V1318","2","BAG","15"
"V1319116",0.078140600197877,"V1319","2","BAG","15"
"V1320116",0.128192276819853,"V1320","2","BAG","15"
"V1321118",0.391616673054661,"V1321","2","BAG","15"
"V1322117",0.248693682115217,"V1322","2","BAG","15"
"V1323116",0.139780441257181,"V1323","2","BAG","15"
"V1324116",0.0965324005117531,"V1324","2","BAG","15"
"V1325116",0.211858110887727,"V1325","2","BAG","15"
"V1326116",0.744583366215711,"V1326","2","BAG","15"
"V1327116",0.438695864837372,"V1327","2","BAG","15"
"V1328116",0.365045992120044,"V1328","2","BAG","15"
"V1329116",0.196100775854299,"V1329","2","BAG","15"
"V1330116",0.285001997833918,"V1330","2","BAG","15"
"V1331118",0.0755603672491981,"V1331","2","BAG","15"
"V1332117",0.0670178314527738,"V1332","2","BAG","15"
"V1333116",0.0753619924835327,"V1333","2","BAG","15"
"V1334116",0.0642865795849455,"V1334","2","BAG","15"
"V1335116",0.0659567274046017,"V1335","2","BAG","15"
"V1336116",0.0472000480408392,"V1336","2","BAG","15"
"V1337116",0.168402173087582,"V1337","2","BAG","15"
"V1338116",0.178667969968337,"V1338","2","BAG","15"
"V1339116",0.220103474704878,"V1339","2","BAG","15"
"V1340116",0.100710039934721,"V1340","2","BAG","15"
"V1341118",0.270433187865663,"V1341","2","BAG","15"
"V1342117",0.280719081567775,"V1342","2","BAG","15"
"V1343116",0.0775019199434836,"V1343","2","BAG","15"
"V1344116",0.110121504953614,"V1344","2","BAG","15"
"V1345116",0.212498008912281,"V1345","2","BAG","15"
"V1346116",0.176167855428516,"V1346","2","BAG","15"
"V1347116",0.115925900037531,"V1347","2","BAG","15"
"V1348116",0.131448848955392,"V1348","2","BAG","15"
"V1349116",0.192840479888044,"V1349","2","BAG","15"
"V1350116",0.135276253094354,"V1350","2","BAG","15"
"V1351118",0.0478983255269595,"V1351","2","BAG","15"
"V1352117",0.177739127917363,"V1352","2","BAG","15"
"V1353116",0.0737399641171917,"V1353","2","BAG","15"
"V1354116",0.0541272268933776,"V1354","2","BAG","15"
"V1355116",0.221663795322963,"V1355","2","BAG","15"
"V1356116",0.134588138481959,"V1356","2","BAG","15"
"V1357116",0.141002034022113,"V1357","2","BAG","15"
"V1358116",0.0883626535051209,"V1358","2","BAG","15"
"V1359116",0.0981121250228034,"V1359","2","BAG","15"
"V1360116",0.181512785659676,"V1360","2","BAG","15"
"V1361118",0.287720745391088,"V1361","2","BAG","15"
"V1362117",0.316273979429631,"V1362","2","BAG","15"
"V1363116",0.0977610794172074,"V1363","2","BAG","15"
"V1364116",0.115003031900537,"V1364","2","BAG","15"
"V1365116",0.316750303368519,"V1365","2","BAG","15"
"V1366116",0.0831883935744867,"V1366","2","BAG","15"
"V1367116",0.0588478982896387,"V1367","2","BAG","15"
"V1368116",0.123903323362323,"V1368","2","BAG","15"
"V1369116",0.0803974881605433,"V1369","2","BAG","15"
"V1370116",0.0615632690951557,"V1370","2","BAG","15"
"V1371118",0.058484411137488,"V1371","2","BAG","15"
"V1372117",0.0908894696638864,"V1372","2","BAG","15"
"V1373116",0.0886083915591201,"V1373","2","BAG","15"
"V1374116",0.15163791714462,"V1374","2","BAG","15"
"V1375116",0.0267402092217535,"V1375","2","BAG","15"
"V1376116",0.341736754971606,"V1376","2","BAG","15"
"V1377116",0.541237153341712,"V1377","2","BAG","15"
"V1378116",0.0896291943189394,"V1378","2","BAG","15"
"V1379116",0.0459310691542499,"V1379","2","BAG","15"
"V1380116",0.300505439429388,"V1380","2","BAG","15"
"V1381118",0.0991217531672161,"V1381","2","BAG","15"
"V1382117",0.175780640680848,"V1382","2","BAG","15"
"V1383116",0.165125280986408,"V1383","2","BAG","15"
"V1384116",0.162774584764028,"V1384","2","BAG","15"
"V1385116",0.397767947404055,"V1385","2","BAG","15"
"V1386116",0.15730710008621,"V1386","2","BAG","15"
"V1387116",0.0704990075765403,"V1387","2","BAG","15"
"V1388116",0.102445497174905,"V1388","2","BAG","15"
"V1389116",0.114267408550942,"V1389","2","BAG","15"
"V1390116",0.147516118757433,"V1390","2","BAG","15"
"V1391118",0.0539887116941542,"V1391","2","BAG","15"
"V1392117",0.0454101715341188,"V1392","2","BAG","15"
"V1393116",0.0389301946869222,"V1393","2","BAG","15"
"V1394116",0.0977658369661407,"V1394","2","BAG","15"
"V1395116",0.0504339529757342,"V1395","2","BAG","15"
"V1396116",0.0211325876579617,"V1396","2","BAG","15"
"V1397116",0.133968268940385,"V1397","2","BAG","15"
"V1398116",0.0533093043043058,"V1398","2","BAG","15"
"V1399116",0.0932306888368607,"V1399","2","BAG","15"
"V1400116",0.0834885406703351,"V1400","2","BAG","15"
"V1401118",0.0675642435466393,"V1401","2","BAG","15"
"V1402117",0.030982692716896,"V1402","2","BAG","15"
"V1403116",0.110932093921221,"V1403","2","BAG","15"
"V1404116",0.10724104080368,"V1404","2","BAG","15"
"V1405116",0.128580381319419,"V1405","2","BAG","15"
"V1406116",0.0614558115587575,"V1406","2","BAG","15"
"V1407116",0.0718551384956774,"V1407","2","BAG","15"
"V1408116",0.198973943314934,"V1408","2","BAG","15"
"V1409116",0.0811482775656607,"V1409","2","BAG","15"
"V1410118",0.0621720057374734,"V1410","2","BAG","15"
"V1411118",0.175778356798727,"V1411","2","BAG","15"
"V1412117",0.0955965682618513,"V1412","2","BAG","15"
"V1413116",0.0594218901510757,"V1413","2","BAG","15"
"V1414116",0.0640906356718636,"V1414","2","BAG","15"
"V1415116",0.051781309000661,"V1415","2","BAG","15"
"V1416116",0.109722534881891,"V1416","2","BAG","15"
"V1417116",0.161659889304996,"V1417","2","BAG","15"
"V1418116",0.102566994071639,"V1418","2","BAG","15"
"V1419116",0.0665230442383299,"V1419","2","BAG","15"
"V1420116",0.0449653421365363,"V1420","2","BAG","15"
"V1421118",0.196722492521138,"V1421","2","BAG","15"
"V1422117",0.262235507943713,"V1422","2","BAG","15"
"V1423116",0.10682416881906,"V1423","2","BAG","15"
"V1424116",0.163847409727656,"V1424","2","BAG","15"
"V1425116",0.0642444103471379,"V1425","2","BAG","15"
"V1426116",0.14768997699413,"V1426","2","BAG","15"
"V1427116",0.127242884666609,"V1427","2","BAG","15"
"V1428116",0.0150729291938983,"V1428","2","BAG","15"
"V1429116",0.0780383785038113,"V1429","2","BAG","15"
"V1430116",0.0428761720646129,"V1430","2","BAG","15"
"V1431118",0.055250456002839,"V1431","2","BAG","15"
"V1432117",0.0369721366538471,"V1432","2","BAG","15"
"V1433116",0.0603038989026226,"V1433","2","BAG","15"
"V1434116",0.106456072248567,"V1434","2","BAG","15"
"V1435116",0.0570388224104314,"V1435","2","BAG","15"
"V1436116",0.0569143669313779,"V1436","2","BAG","15"
"V1437116",0.0401051295791029,"V1437","2","BAG","15"
"V1438116",0.0378261686724043,"V1438","2","BAG","15"
"V1439116",0.0289220972412984,"V1439","2","BAG","15"
"V1440116",0.0618447607186798,"V1440","2","BAG","15"
"V1441118",0.0399343539457652,"V1441","2","BAG","15"
"V1442117",0.047137102628297,"V1442","2","BAG","15"
"V1443116",0.0299130823400222,"V1443","2","BAG","15"
"V1444116",0.0479680230549073,"V1444","2","BAG","15"
"V1445116",0.059113071432158,"V1445","2","BAG","15"
"V1446116",0.0679914096641322,"V1446","2","BAG","15"
"V1447116",0.0817881220197234,"V1447","2","BAG","15"
"V1448116",0.0669195177536544,"V1448","2","BAG","15"
"V1449116",0.0816831814248368,"V1449","2","BAG","15"
"V1450116",0.0857650878023494,"V1450","2","BAG","15"
"V1451118",0.0595750659267619,"V1451","2","BAG","15"
"V1452117",0.0484232928361163,"V1452","2","BAG","15"
"V1453116",0.0211066507885919,"V1453","2","BAG","15"
"V1454116",0.0336606071064191,"V1454","2","BAG","15"
"V1455116",0.0505803131707022,"V1455","2","BAG","15"
"V1456116",0.139063527839152,"V1456","2","BAG","15"
"V1457116",0.0347883038638309,"V1457","2","BAG","15"
"V1458116",0.0273000949791746,"V1458","2","BAG","15"
"V1459116",0.0959161904012715,"V1459","2","BAG","15"
"V1460116",0.0618397767212584,"V1460","2","BAG","15"
"V1461118",0.0543698975680189,"V1461","2","BAG","15"
"V1462117",0.0912876177176399,"V1462","2","BAG","15"
"V1463116",0.0429917974543469,"V1463","2","BAG","15"
"V1464116",0.103549093696974,"V1464","2","BAG","15"
"V1465116",0.110203698679159,"V1465","2","BAG","15"
"V1466116",0.157526425867525,"V1466","2","BAG","15"
"V1467116",0.0981923375332737,"V1467","2","BAG","15"
"V1468116",0.0397803368336008,"V1468","2","BAG","15"
"V1469116",0.055451596635379,"V1469","2","BAG","15"
"V1470116",0.0419036987451737,"V1470","2","BAG","15"
"V1471118",0.0557513666643925,"V1471","2","BAG","15"
"V1472117",0.23672960268713,"V1472","2","BAG","15"
"V1473116",0.0655037890037475,"V1473","2","BAG","15"
"V1474116",0.143348395862477,"V1474","2","BAG","15"
"V1475116",0.240762711194426,"V1475","2","BAG","15"
"V1476116",0.0518033975758726,"V1476","2","BAG","15"
"V1477116",0.145045987510686,"V1477","2","BAG","15"
"V1478116",0.26237389590124,"V1478","2","BAG","15"
"V1479116",0.0561006306401521,"V1479","2","BAG","15"
"V1480116",0.11337858959761,"V1480","2","BAG","15"
"V1481118",0.0543751254997074,"V1481","2","BAG","15"
"V1482117",0.107971724199846,"V1482","2","BAG","15"
"V1483116",0.0302470998309446,"V1483","2","BAG","15"
"V1484116",0.146909352192386,"V1484","2","BAG","15"
"V1485116",0.0330813295903432,"V1485","2","BAG","15"
"V1486116",0.131387608231971,"V1486","2","BAG","15"
"V1487116",0.143335443449591,"V1487","2","BAG","15"
"V1488116",0.1299657638636,"V1488","2","BAG","15"
"V1489116",0.223146140607651,"V1489","2","BAG","15"
"V1490116",0.130412895331348,"V1490","2","BAG","15"
"V1491118",0.091409008833879,"V1491","2","BAG","15"
"V1492117",0.125034500338726,"V1492","2","BAG","15"
"V1493116",0.0959164574012537,"V1493","2","BAG","15"
"V1494116",0.0820114443239063,"V1494","2","BAG","15"
"V1495116",0.0776181364548618,"V1495","2","BAG","15"
"V1496116",0.0700971104547885,"V1496","2","BAG","15"
"V1497116",0.0261725623582998,"V1497","2","BAG","15"
"V1498116",0.134331796850975,"V1498","2","BAG","15"
"V1499116",0.29221164394758,"V1499","2","BAG","15"
"V1500116",0.191432465502733,"V1500","2","BAG","15"
"V1501118",0.142269393027341,"V1501","2","BAG","15"
"V1502117",0.118264530571799,"V1502","2","BAG","15"
"V1503116",0.215044458032729,"V1503","2","BAG","15"
"V1504116",0.249403830846194,"V1504","2","BAG","15"
"V1505116",0.507071948909552,"V1505","2","BAG","15"
"V1506116",0.178073489462024,"V1506","2","BAG","15"
"V1507116",0.516439712171298,"V1507","2","BAG","15"
"V1508116",1.6378312084446,"V1508","2","BAG","15"
"V1509116",0.222107079220933,"V1509","2","BAG","15"
"V1510118",0.655674329474915,"V1510","2","BAG","15"
"V1511118",0.513204447874779,"V1511","2","BAG","15"
"V1512117",0.227864555832717,"V1512","2","BAG","15"
"V1513116",0.116265241491713,"V1513","2","BAG","15"
"V1514116",0.665773362173453,"V1514","2","BAG","15"
"V1515116",0.122081405819596,"V1515","2","BAG","15"
"V1516116",0.148617308528849,"V1516","2","BAG","15"
"V1517116",0.84202196225578,"V1517","2","BAG","15"
"V1518116",0.112459201620383,"V1518","2","BAG","15"
"V1519116",0.0766236150921505,"V1519","2","BAG","15"
"V1520116",0.272775260583397,"V1520","2","BAG","15"
"V1521118",0.135292328765937,"V1521","2","BAG","15"
"V1522117",0.153447299610595,"V1522","2","BAG","15"
"V1523116",0.187396918492092,"V1523","2","BAG","15"
"V1524116",0.279175845002554,"V1524","2","BAG","15"
"V1525116",0.097472175812812,"V1525","2","BAG","15"
"V1526116",1.30612212337714,"V1526","2","BAG","15"
"V1527116",0.236389561905834,"V1527","2","BAG","15"
"V1528116",0.0715510227469779,"V1528","2","BAG","15"
"V1529116",0.0487652615366813,"V1529","2","BAG","15"
"V1530116",0.178411545819724,"V1530","2","BAG","15"
"V1531118",0.294009058222159,"V1531","2","BAG","15"
"V1532117",0.17955201902035,"V1532","2","BAG","15"
"V1533116",0.444855379249294,"V1533","2","BAG","15"
"V1534116",0.0881437912006856,"V1534","2","BAG","15"
"V1535116",0.131372780326383,"V1535","2","BAG","15"
"V1536116",0.0283990173171884,"V1536","2","BAG","15"
"V1537116",0.0929288252167252,"V1537","2","BAG","15"
"V1538116",0.0188784372333203,"V1538","2","BAG","15"
"V1539116",0.0654708750278226,"V1539","2","BAG","15"
"V1540116",0.158792137736683,"V1540","2","BAG","15"
"V1541118",0.0904343611586314,"V1541","2","BAG","15"
"V1542117",0.0576003007881414,"V1542","2","BAG","15"
"V1543116",0.0543651475748489,"V1543","2","BAG","15"
"V1544116",0.155546963153376,"V1544","2","BAG","15"
"V1545116",0.126304975028734,"V1545","2","BAG","15"
"V1546116",0.259901103166107,"V1546","2","BAG","15"
"V1547116",0.232571078952065,"V1547","2","BAG","15"
"V1548116",0.108037758807287,"V1548","2","BAG","15"
"V1549116",0.0598560872068708,"V1549","2","BAG","15"
"V1550116",0.0728129574961805,"V1550","2","BAG","15"
"V1551118",0.466099475764011,"V1551","2","BAG","15"
"V1552117",0.482602293799861,"V1552","2","BAG","15"
"V1553116",0.28492323185947,"V1553","2","BAG","15"
"V1554116",0.274159297479938,"V1554","2","BAG","15"
"V1555116",0.0903793333680056,"V1555","2","BAG","15"
"V1556116",0.11789964662565,"V1556","2","BAG","15"
"V1557116",0.0640283456533848,"V1557","2","BAG","15"
"V1558116",0.0542996182321697,"V1558","2","BAG","15"
"V1559116",0.142682075640326,"V1559","2","BAG","15"
"V1560116",0.126588720414469,"V1560","2","BAG","15"
"V1561118",0.209199362346532,"V1561","2","BAG","15"
"V1562117",0.142695340186544,"V1562","2","BAG","15"
"V1563116",0.260613913670504,"V1563","2","BAG","15"
"V1564116",0.0804602216545741,"V1564","2","BAG","15"
"V1565116",0.0834437681947819,"V1565","2","BAG","15"
"V1566116",0.0590042441631357,"V1566","2","BAG","15"
"V1567116",0.0386542270700159,"V1567","2","BAG","15"
"V1568116",0.108234932326735,"V1568","2","BAG","15"
"V1569116",0.103013431495489,"V1569","2","BAG","15"
"V1570116",0.263324894091001,"V1570","2","BAG","15"
"V1571118",0.109388830845593,"V1571","2","BAG","15"
"V1572117",0.242222017347968,"V1572","2","BAG","15"
"V1573116",0.151013672085237,"V1573","2","BAG","15"
"V1574116",0.283228768378059,"V1574","2","BAG","15"
"V1575116",0.108557652307572,"V1575","2","BAG","15"
"V1576116",0.32727086617514,"V1576","2","BAG","15"
"V1577116",0.167209495219401,"V1577","2","BAG","15"
"V1578116",0.138470329319175,"V1578","2","BAG","15"
"V1579116",0.100165316421976,"V1579","2","BAG","15"
"V1580116",0.0258688200771595,"V1580","2","BAG","15"
"V1581118",0.0721033821670344,"V1581","2","BAG","15"
"V1582117",0.0666245251071057,"V1582","2","BAG","15"
"V1583116",0.136548655418576,"V1583","2","BAG","15"
"V1584116",0.161082792543592,"V1584","2","BAG","15"
"V1585116",0.071461894896764,"V1585","2","BAG","15"
"V1586116",0.063173681155345,"V1586","2","BAG","15"
"V1587116",0.113224730430481,"V1587","2","BAG","15"
"V1588116",0.0345974501023667,"V1588","2","BAG","15"
"V1589116",0.0747800059084645,"V1589","2","BAG","15"
"V1590116",0.0645450758307946,"V1590","2","BAG","15"
"V1591118",0.0756421819506979,"V1591","2","BAG","15"
"V1592117",0.0612264939140374,"V1592","2","BAG","15"
"V1593116",0.113386284385901,"V1593","2","BAG","15"
"V1594116",0.216301503754376,"V1594","2","BAG","15"
"V1595116",0.0484215335673099,"V1595","2","BAG","15"
"V1596116",0.11594428085955,"V1596","2","BAG","15"
"V1597116",0.161443465478582,"V1597","2","BAG","15"
"V1598116",0.244663810605033,"V1598","2","BAG","15"
"V1599116",0.0943867173598257,"V1599","2","BAG","15"
"V1600116",0.140467779601323,"V1600","2","BAG","15"
"V1601118",0.253614435088705,"V1601","2","BAG","15"
"V1602117",0.193305928871741,"V1602","2","BAG","15"
"V1603116",0.226730591453326,"V1603","2","BAG","15"
"V1604116",0.31204552166254,"V1604","2","BAG","15"
"V1605116",0.460615853507083,"V1605","2","BAG","15"
"V1606116",0.115177680090879,"V1606","2","BAG","15"
"V1607116",0.0725898072807868,"V1607","2","BAG","15"
"V1608116",0.149591086493501,"V1608","2","BAG","15"
